user_id,date,treatment,y,cost,log_propensity,z,segment,transport_weight,x1,x2,x3,x4,x5
1,2025-01-01 00:00:00,1,12.394911402645901,2.573081539739572,1.084830699549245,1,E,0.06071048297283038,1.690525703800356,-0.14095899146466576,-0.8485253405520228,-1.0305125100643164,0.1426850650009258
2,2025-01-01 01:00:00,1,9.831868898035987,2.5051225098486265,0.12267572991683047,1,I,0.34382303942235865,-0.4659373705408328,-0.304902605487685,0.5612795815734132,-1.422679937463548,-0.6899194481176734
3,2025-01-01 02:00:00,0,9.359629285435876,2.256302411244626,-0.7516754352546412,1,H,0.35314712663248515,0.0328201636785844,0.7332604383921499,1.1819381112418326,-0.5598718102314933,0.5383754653722089
4,2025-01-01 03:00:00,0,11.827746598857551,1.9618427388106547,-0.3568320075224492,0,B,0.3691773503478289,0.40751628299650783,1.0746053236558821,-2.662826027301485,-0.21289557076894317,-0.2513438816591444
5,2025-01-01 04:00:00,0,9.966009802136488,1.6774651285573172,-1.1558624505461919,1,D,0.0266280328132334,-0.7889230286257386,0.4177379086454216,-0.6479798390171916,0.01726546227160108,-0.36713837247449377
6,2025-01-01 05:00:00,0,8.504415799931202,1.6647268331059935,-0.8217103313443775,1,J,0.2800122056431723,0.00206557290594813,1.1819325160546443,0.2547584550007341,-0.20491507650928467,0.3153815409376049
7,2025-01-01 06:00:00,0,10.77295175985545,2.1495635490418192,-0.17340941278258232,0,D,0.1301178417691524,-0.0008903858579313628,0.9360525298644139,-0.4653719809602782,1.7861048083045816,-0.16028006667668399
8,2025-01-01 07:00:00,0,8.263554383737159,2.104685883775856,-1.7772831790042156,1,D,0.24459173474451748,-1.7547243063454208,0.6726588010559654,-2.0668475076463646,1.134381168275974,-1.8416791273202422
9,2025-01-01 08:00:00,1,13.308659431036878,2.80157130221629,0.4887591835936298,1,H,0.16070196412399143,1.0176580056634932,0.5291086876521375,0.7969989852586595,0.4050405888223633,0.5676920699969333
10,2025-01-01 09:00:00,0,9.908649006718903,2.3398006585818028,0.15976438767724171,1,E,0.18193652453823247,0.6004985159195494,1.0960223297608844,0.8886151958697251,2.4883769908587916,-1.8963225562406119
11,2025-01-01 10:00:00,0,8.715232299598107,1.9436619510187167,-0.5436635666995208,1,C,0.42929832703546716,-0.6254289739667597,-0.5100495411576014,0.05072721935990983,0.1031900416013718,0.09801821627153513
12,2025-01-01 11:00:00,0,9.465233371982759,1.8347904345810204,0.5870362632102822,1,A,0.045188306525824874,-0.17154826119572117,-1.0923798570125938,-0.8836479932720027,2.305716597014537,-0.09756312346936563
13,2025-01-01 12:00:00,0,11.203358729336665,2.260518849968636,-0.40961787007770584,0,J,0.34212933054249517,0.5052993741967516,0.8791491791021714,-0.23057367416655555,-0.5559665652066814,0.18426389484946407
14,2025-01-01 13:00:00,0,9.5240250365186,2.4176753081804927,-0.40698536428165943,0,A,0.23661050818999424,-0.261356415191647,0.9570380799916366,-0.5778771087498603,-1.2956557478837722,0.9741132563131971
15,2025-01-01 14:00:00,0,9.785454298905755,2.223364224276579,-0.6235661560987809,0,J,0.22082437402961883,-0.2427490786725466,1.6611852169555088,-0.40684659529197004,-0.22345877797918287,-0.9159639758690468
16,2025-01-01 15:00:00,0,8.388535637778284,1.7573213936830037,-1.6792599305494058,0,H,0.3737699902891344,-1.4532414124907906,-0.057221806462668244,0.43715115280624445,-1.086689923951574,-0.766362592606882
17,2025-01-01 16:00:00,1,10.26893725676194,2.416331365952685,1.1013582783418707,1,E,0.7639908421869925,0.5545803118918878,-1.121000878877845,0.9195345515685003,-0.17131838351517767,0.45612257378687754
18,2025-01-01 17:00:00,1,10.845046372938505,2.2878962148532023,-0.10605716099208591,1,F,0.24985544342573895,0.12388090528703843,0.41391432924447596,0.4871586109152788,-0.4589451858277578,-0.5931155764111844
19,2025-01-01 18:00:00,1,11.788385387875314,2.0685518062429993,-0.6873159099917303,1,C,0.29176220836217126,0.2744599237599636,1.466636919006133,-0.44930564827116276,0.7343604069052398,1.1808948127048273
20,2025-01-01 19:00:00,1,11.285607394971763,2.863224065728485,-0.4533702116634937,0,E,0.15663433112786976,-1.5265245318698402,-0.5627334643392483,-0.6994321201450263,-0.23071165844766894,-0.7607515208011996
21,2025-01-01 20:00:00,1,10.091220961655214,2.4364611267495806,1.2583389381402446,1,E,0.14008871331582837,1.6506996911864755,-0.11542620615807156,0.5478882073859632,0.7245631415706776,0.8455711530990091
22,2025-01-01 21:00:00,0,10.551657428071431,2.0863041211294977,0.6544341942332096,1,J,0.1431202761614806,0.15433553545635803,-0.5252974082028552,-1.4230063829227027,1.4381561694083853,0.9092717273375283
23,2025-01-01 22:00:00,0,9.249293306774423,1.9387005472738634,0.20011185205259271,0,E,0.08147866036226677,-0.3871399432863881,-1.487038801629896,-1.0414806492505164,-1.5627804396129306,0.6138299527678059
24,2025-01-01 23:00:00,0,12.01234826103905,1.8048282818774017,0.46133493101869427,0,C,0.28278502939238537,2.029072220761112,1.2272089475480505,0.24344525001407188,1.1952357869051284,-0.7737124941893059
25,2025-01-02 00:00:00,1,12.003184335120121,2.1493708422299034,0.413898617781939,0,A,0.7799388588711638,-0.04538602986064609,-0.4028144506914909,-0.8450167011438826,0.04669674720635894,0.4652191683537039
26,2025-01-02 01:00:00,1,11.307777535869812,2.223835723965072,-2.6237349171435795,0,A,0.07666228631302392,-1.4506786991465748,1.6322033506528435,-0.04154865514541805,-0.6494794775010877,1.0842793832292252
27,2025-01-02 02:00:00,0,10.026212699479958,2.3891229241093725,-0.040513905421112044,1,F,0.17894891878980182,-0.4052278554276867,-0.38690487032611975,-0.38025705420105615,1.760153860078374,0.5898803128236031
28,2025-01-02 03:00:00,0,8.530674817990494,2.013412874367055,-1.2658155011647678,0,E,0.15850135915270464,-2.2883151019717225,-1.7185626473862252,0.28917710663174745,0.49131234214908925,1.274778152152902
29,2025-01-02 04:00:00,1,11.495429245185393,2.8504829320993226,1.1742435845471864,0,H,0.22154453047037045,1.0493965493432547,-0.914114335322313,0.745894843497842,-1.1501524029543124,-0.8438862290328412
30,2025-01-02 05:00:00,1,9.624659043232473,2.0844549481673567,0.6974821452496324,0,A,0.04503801078444006,-0.41647431852001854,-0.951246402874326,-0.17332923709627487,0.2565622889314092,-0.053610266505661454
31,2025-01-02 06:00:00,0,10.438289044629233,1.9176519725477232,-0.3735479696204211,0,E,0.3116583771431173,-0.7425535252045677,-0.6900279545653223,-0.25249224021966826,-1.8717010357069164,1.9787787086464153
32,2025-01-02 07:00:00,1,9.65466776859919,2.353291153260017,1.7326835164867942,1,J,0.38150434453236154,1.0724701315754954,-0.22249102758673966,0.6783871801584458,1.7309379812891654,-0.5027371279141573
33,2025-01-02 08:00:00,0,9.815674304213056,2.5236246654539363,-1.6619723912575772,1,J,0.38359207265846323,-1.6510755894058389,-0.3621384420451891,0.9952574700881611,1.7520412342381915,-1.3151748562708767
34,2025-01-02 09:00:00,0,9.44977174630774,1.8017729082198677,-0.5397253994258994,1,I,0.22622657716209468,0.535429356326091,1.6453998464104098,0.4569894142286365,-1.4182698268790968,0.10459259436529372
35,2025-01-02 10:00:00,1,8.493823999720934,2.709501595092606,-0.24161797249201938,1,C,0.09020245804668219,-2.0644148031211755,-2.2330771953003103,-0.47713027207756403,0.09325869058382757,-0.746644216691584
36,2025-01-02 11:00:00,1,8.76283553496956,2.2660000069023964,0.310960013811313,1,E,0.28200111157935037,-0.6621593396668087,-1.0118319264481341,1.198415069804193,-0.7449388789736341,0.18753306004743378
37,2025-01-02 12:00:00,0,11.088199187878718,2.5372320640306256,-0.24740544080014223,0,F,0.20652278504716595,-1.2042198455997326,0.10835781365898453,-0.8681346937594157,2.4820192083787322,1.0777552991899109
38,2025-01-02 13:00:00,1,12.120944916070414,2.767864202930448,1.4031304800407958,1,G,0.2507140131360903,1.461975627213524,0.7463813150976004,-0.4944872142649248,2.10959494439651,-0.8726071272219962
39,2025-01-02 14:00:00,0,11.469737227374575,2.502922875088696,0.8437207254202203,1,F,0.30181578931368136,1.7661608779293339,0.1092428510892697,-0.2821846453117716,0.18453545606579058,-0.488039254902243
40,2025-01-02 15:00:00,0,10.031792490341218,1.7490553807026297,0.3202153095843061,0,E,0.26502139672584,-0.3294137519130651,-0.03242174832934861,0.8143252172364799,1.7405244164782925,-2.147462276770517
41,2025-01-02 16:00:00,1,12.564325259835993,1.9581442433843885,0.16384066595269606,1,A,0.1174684456831011,0.8407332421435357,0.5361300822481406,-0.9723135215265258,-1.5175446235525458,-0.9744845139029091
42,2025-01-02 17:00:00,0,10.547936035284923,1.8847972929548906,-0.06373994791287489,1,C,0.2058356410501067,-0.17998640125235033,-0.1913173146128506,-0.7349226819441882,-1.1531052942645437,0.12271364157320369
43,2025-01-02 18:00:00,1,8.803530545947194,2.7549317358445586,0.1536576183672516,1,B,0.5322312483690613,0.5680618873279819,-0.2876061283730111,0.7362474410211988,-0.9242781623405204,0.041354664635987255
44,2025-01-02 19:00:00,0,9.87930529717409,2.2212758233136385,-0.7723452172689504,1,F,0.4781166232475805,-0.7528371964214647,0.36872701629949234,2.208024546706335,-2.1087547229642922,-0.7575281967737695
45,2025-01-02 20:00:00,1,11.063591066331034,2.4972282643374584,-0.35699985692624137,1,G,0.2958451074730967,-1.708339203167056,-1.447316211498912,-0.35466382977016675,1.1098585889127772,0.49527804007526055
46,2025-01-02 21:00:00,0,10.18227636263459,2.0070210364461176,-1.796514147043649,1,B,0.5176086481784082,-1.803098658479741,0.01105637467419616,-0.825142872827527,-0.9421486205125802,2.366946871839144
47,2025-01-02 22:00:00,1,9.957169470516325,2.131595851269567,0.9915897424525736,1,E,0.030979865477312088,0.38312185175751196,-0.7894240990266681,-1.178865490317408,-0.8251960911848731,0.7852009708137047
48,2025-01-02 23:00:00,1,12.720744676062768,2.5394194026096106,1.7192013305632752,0,C,0.4294530653146916,2.2475950528076996,0.2527962526300477,0.9907838379418418,1.3156531559132105,1.4133443012769082
49,2025-01-03 00:00:00,0,12.751334149830473,2.319375243104418,0.0608903655336228,0,I,0.25902050074125516,0.269411630507887,-0.20232878521126707,-0.33981284061804384,-0.4821796725996716,0.4515245438237129
50,2025-01-03 01:00:00,0,9.001931268202284,1.7964346914222593,-1.5981628011847238,0,D,0.26093001941112753,-0.5246046194008523,1.2349892614443934,1.4355757816829455,0.4457019332307508,-0.7298380475049705
51,2025-01-03 02:00:00,1,12.84432188798475,2.9057719461840694,1.116607720738224,1,E,0.08985217089887043,1.9120188623319405,0.5388716324792784,-0.8190326316336373,0.6273492986110986,1.0092965739395467
52,2025-01-03 03:00:00,1,11.027555700171716,2.5516368899981727,0.18774384907405423,1,D,0.32124950275298003,0.23730184663719345,0.2927427868355969,-0.5078695170515057,1.4241849002318772,0.7663459614538463
53,2025-01-03 04:00:00,1,9.987061509313214,2.563854009361676,0.8953506719505672,1,F,0.5498006223992085,0.10143398521161544,-0.7927931648935898,0.01836756216945645,-1.0866409055006179,-1.4419186259758678
54,2025-01-03 05:00:00,0,10.864877629108049,1.6629196463336722,-0.3177128733166564,1,G,0.3792549605804559,0.25257773555531754,0.5436546714388102,-0.5904749750052711,-0.5401171939516339,-0.4779821480643826
55,2025-01-03 06:00:00,1,9.617596175709243,2.208738240944066,0.9028604837558941,0,C,0.2953174780151064,-0.13237719756684715,-2.138494307219344,-0.337232329915045,-0.2996265840935602,0.21503614222209547
56,2025-01-03 07:00:00,0,8.594540514603159,2.091831455773642,-0.3180607437745453,0,B,0.11717553246906691,-0.3094763405888804,0.870550727129301,0.6890384654841171,-0.29945584881248594,0.5850841717866593
57,2025-01-03 08:00:00,0,9.995779071987373,1.980622707798114,-1.982874164690076,0,E,0.3115946054212689,-1.4349634660355541,0.8368794810636706,-0.5734839054689891,-0.807246358212113,-2.1048331181794233
58,2025-01-03 09:00:00,0,9.054877635938208,2.221939194667417,0.262767744225604,1,J,0.3084630601180172,0.5016241231810408,0.18548799415380215,-1.2826080849776509,0.3324404641515606,0.7428479195353012
59,2025-01-03 10:00:00,0,10.0262884319298,1.9505981509863852,-0.27888191278182056,1,J,0.5917587121503451,-0.09477545043989416,0.6613986543681845,-0.6693761500527523,-0.6387242186220875,0.27813203282990795
60,2025-01-03 11:00:00,1,13.186480225991717,2.238086438797604,2.1398405283507,1,G,0.07805205497633577,1.1930859223440107,-1.3943852500181064,0.6883622009806846,1.0832854286075113,1.2232495473718161
61,2025-01-03 12:00:00,1,11.480213569890337,2.0254037106691976,-0.48182059086774354,1,E,0.3817823777013739,-0.3688184684478463,-0.4955056938236015,0.04412114693134427,-1.5275636985603067,-0.20237850352662679
62,2025-01-03 13:00:00,0,9.596385386521181,1.836888540138081,-1.546578222947047,1,D,0.4865004768498281,-1.9063698785304681,-0.8923636968200322,0.775127748571289,0.7995269390480393,0.7149518132648853
63,2025-01-03 14:00:00,1,12.950163974873995,2.406413410646367,-0.9324570380667596,1,I,0.1513276184060171,-0.0996106318948645,0.5739568206451817,-0.1130200953258618,-1.6370268007763369,-0.1881252437191781
64,2025-01-03 15:00:00,0,10.235008208882459,2.118450471865427,0.6948072066306868,1,A,0.15432149024176442,1.6995372967466809,0.5714996065919108,0.06857312436473896,0.5370636278582298,-0.004159581894344118
65,2025-01-03 16:00:00,0,9.403535514185272,1.7364030925789735,-1.3326749358586962,1,I,0.22171756469240064,-0.38342312293151254,1.5584341977697145,-0.016369270031292592,1.0988602824707692,-0.2168332333601951
66,2025-01-03 17:00:00,0,9.60793246170445,2.3140836842513357,0.3975559266517669,0,H,0.36012329883156075,-0.8898568610207493,-1.0357512632224752,0.03455156116721619,-2.06354787272891,-0.6115330405199422
67,2025-01-03 18:00:00,0,9.760726366701505,1.918020391223134,-0.22788886498078198,1,A,0.5605276869504622,-1.193591922258183,-0.8835953929084174,-0.28210442134404456,-0.4963457111718706,-0.8509086276425354
68,2025-01-03 19:00:00,1,9.979711996691377,1.9449154487214741,-0.5248609700624893,1,D,0.09577909615843243,-1.0500168110753734,0.4174039159633326,-2.124713187132819,-1.4732134956989758,0.2665819136601067
69,2025-01-03 20:00:00,1,11.472262772206347,2.7883812145361326,0.16224282212166882,1,C,0.3739128349671177,-0.30019373680016304,-0.615623989040982,1.0892404959256197,1.1617120688300848,-0.6467598106185871
70,2025-01-03 21:00:00,0,9.640526387623641,2.3187345545980085,-0.855520133109888,1,F,0.16040799590985705,-1.1799820934582053,-0.6637940953058716,1.5454443234396833,0.3798500702343058,0.32880437377106586
71,2025-01-03 22:00:00,1,12.428171080974568,2.0386526508376006,0.28496007254499545,1,D,0.1814617700940853,1.4976391155975834,0.61084834950339,0.17665317097358635,0.9662503640176552,0.0871703481406965
72,2025-01-03 23:00:00,0,10.04334525601642,2.315006826164866,0.03108799127467679,0,G,0.2558302708366436,-0.28263523607538044,-0.001269088541130349,0.664576775274698,0.4121536567248593,-1.18988491277294
73,2025-01-04 00:00:00,1,9.57516919931524,2.5298383900569124,0.7237046254890568,1,D,0.2946091516932397,0.10864837149473018,-0.57060688269786,-0.5281199265566767,0.5240016857872184,-0.8497406348186606
74,2025-01-04 01:00:00,1,13.18162549281396,2.428702973134958,0.22853592824814978,1,H,0.19286952468408816,1.4382395207337566,1.0822550946183018,-0.03253586208484513,0.2903972910886028,0.5411789657423699
75,2025-01-04 02:00:00,0,9.830576249750354,2.4575553211768404,1.0000433712340835,0,H,0.3937036141575622,1.5033185204169108,-0.11568301453791059,1.3687620363944066,-1.412712799794266,-1.950539090326265
76,2025-01-04 03:00:00,0,10.38485325659461,1.8465883273010975,0.5503132138676694,1,A,0.16897064404970627,-0.21273296701756084,-1.3984007038833761,-0.9881218873723401,-0.637689256377723,1.1717817340476326
77,2025-01-04 04:00:00,0,9.389954761764988,2.2918963234404326,0.3512114433808405,1,D,0.12903269339097853,0.3319742154884982,-0.21331497058192928,1.33374477009264,0.8991331081314109,-0.936490618856958
78,2025-01-04 05:00:00,1,9.393378025676451,2.5867672559627786,0.9201913851682462,1,I,0.1556354090828692,0.7350265843773598,-0.008774870668941288,1.0416083111899768,1.3776339482023894,-1.111012814723135
79,2025-01-04 06:00:00,1,13.12770516838275,2.230968951832624,0.2771819315379951,0,G,0.24570440998460208,-0.1928554603497804,-0.6923888564361603,-1.7358469715890656,-0.7409835817807009,1.3148480371418194
80,2025-01-04 07:00:00,0,8.835724194460763,2.1692563475711713,-1.8815954784056586,1,E,0.3453509914960389,-1.7780128529585086,1.010429198758442,0.17041393632894725,0.513470914389644,-2.1131886593554214
81,2025-01-04 08:00:00,0,12.403908060065483,1.6654801130667918,0.6956084903256914,1,D,0.19908845171806472,0.6547057037031101,0.2756276181915848,1.106967555593391,0.869287553214635,-0.2470969280589526
82,2025-01-04 09:00:00,1,12.447843126099048,2.576264176406637,0.5067900716950199,0,F,0.31291945768785556,0.8943523048205326,0.6885194141227217,-0.20362685393632995,-1.6969674508409187,0.03411347755192545
83,2025-01-04 10:00:00,0,8.508124209554206,1.9360634839153272,0.2010998080970113,1,H,0.24059947024549866,0.4155026142980106,0.8728628678921959,0.5259510965045775,-1.097512007358034,-0.3130430997791461
84,2025-01-04 11:00:00,0,11.277777395322982,2.173594023209066,-0.32247836960228116,0,C,0.2663828518401273,-0.9235446567132176,-0.2527867710475601,-1.4141179686756236,-1.020579054995027,-0.45973482072265176
85,2025-01-04 12:00:00,0,10.166883064507076,2.3748259914704053,0.021939816358867492,0,G,0.3183712398016275,-0.19602731230796547,-0.2072368228643718,0.7246933723555468,1.6756925555527729,0.15813452498330716
86,2025-01-04 13:00:00,0,9.3582128662649,2.355025719475006,-0.6172751388000416,0,E,0.285634909252164,-0.5907698188631366,0.11754168831218464,0.4326045487230607,0.8042281676073605,-1.4534120664940295
87,2025-01-04 14:00:00,1,12.779761717165453,2.195223678222684,0.1336626064506899,1,E,0.2919787423726259,-0.29971123732782745,-0.3497672758798149,1.1944427918972336,-0.7349341872489621,-0.45196728704875816
88,2025-01-04 15:00:00,0,11.655489023623327,2.2116502465549774,-0.02047970911262632,1,D,0.13300248338022916,1.296885192726673,1.446157341690069,-1.0199405078549688,-0.03221060228390853,-1.1874362077263927
89,2025-01-04 16:00:00,1,11.338165591644229,2.2916895389287886,2.300797697144904,1,I,0.2509635823988363,1.5295796333931557,-0.8269448943107374,0.12169535258141434,0.44630987705469566,-0.7768105716405054
90,2025-01-04 17:00:00,1,11.181640467056374,2.1764408169371006,1.2380308405781129,1,B,0.2745826921619616,0.6694181934096611,-1.2836274459923875,0.4952534654369065,1.163739026662431,-1.1136070201185495
91,2025-01-04 18:00:00,0,9.770880935974162,2.0956605446016345,-0.5097445910272294,1,C,0.24052425608842914,0.5487451197783295,0.5837226193737111,-0.29986300833725127,0.12957761474602028,0.6524078851099493
92,2025-01-04 19:00:00,1,11.687994852061868,2.6292495449187783,1.3795287370558176,1,E,0.20715279083188007,0.6766289895558858,-0.15081567711932278,0.12026008809378955,2.462659683056603,0.5996448024047969
93,2025-01-04 20:00:00,1,10.838345356542165,1.9641254807630057,0.490968031754747,1,F,0.1685428837557755,-0.012242186606443108,-1.3530598452264186,1.3003128755903122,-0.27302830343400525,-0.28754028302728574
94,2025-01-04 21:00:00,0,8.585544281417086,1.951747390470766,-0.4765608623782972,1,A,0.05628422779398148,-0.07566346148706628,0.7599121814946965,0.019299976123369485,0.851229536476907,0.18176642315759423
95,2025-01-04 22:00:00,0,10.238592569248498,1.776010934549984,-0.692213914050234,0,H,0.05799790317845313,-0.6736451873760739,0.8031388036181393,-1.1155498218213744,-0.24337356781312136,0.8605265035210344
96,2025-01-04 23:00:00,0,10.259516215510978,2.1515521959273705,0.5019198376985285,1,H,0.4440761730244912,-0.05586745005007389,-0.7883691914367696,0.06315920143410918,-0.7984900995709445,0.8925903752166
97,2025-01-05 00:00:00,1,12.54509188343898,2.5761009891584887,2.820664981819189,0,J,0.10146276879326821,2.2599469866262614,-1.1085017806262938,-0.4353151687667295,-0.055688359749343434,-0.6685591276317174
98,2025-01-05 01:00:00,0,11.372443590969414,2.252815396107706,-0.6977543912840577,1,D,0.5754398779486747,0.8690393292538257,0.848372702702924,-0.5831636537979872,0.05862599565981558,0.23707685085554023
99,2025-01-05 02:00:00,0,9.487207467830173,1.8013930398519264,-1.1305237375165027,1,J,0.3026425972888429,-0.34211702342686306,0.7560327993583223,0.9494846091624324,0.48238131961150166,1.4010566106419315
100,2025-01-05 03:00:00,0,9.104618968508795,2.426480977462632,-1.3364499329253938,0,G,0.13309195959797757,-0.4719266521335214,0.8313518175234275,-0.09014864072715796,0.0772102746943653,0.11874979807520068
101,2025-01-05 04:00:00,1,10.912479383683046,2.375271762021291,0.031315015476524405,0,I,0.03323552548785426,-0.8644899915857458,-0.24643647354558773,-0.8852377317755211,1.8929554684261873,0.3366170281674812
102,2025-01-05 05:00:00,1,12.268888985522349,2.4791860793189517,-0.32550119557593277,1,B,0.6010076209292451,0.3743703497375756,0.9118276898880954,-1.21520629510803,-0.30606645903974605,-1.2217480917896033
103,2025-01-05 06:00:00,1,11.822313827732216,2.573339732226581,-1.050701380191296,1,C,0.5525221904038221,0.3915456935025806,1.708804807177128,-0.1134625617778139,0.8617105306135976,0.38672765001674175
104,2025-01-05 07:00:00,0,8.94238716774306,1.7161300259071746,-1.458871380423574,1,D,0.4390557835161884,-1.4431216570009382,0.8040847055293282,1.0042834012082353,-0.5382015931957744,-1.4812379758813077
105,2025-01-05 08:00:00,0,9.701272499790294,2.2091060162462073,-0.5762888169053866,1,G,0.09331572870319106,0.48633519724170227,0.7517080056673692,0.35045828010869595,-0.9585347875090207,0.995758830391421
106,2025-01-05 09:00:00,0,8.474394587308108,2.0265769365009683,-0.9681155008120544,1,J,0.32634810194412744,-0.569472270518497,1.2165553217370288,0.49578403143449956,-0.09121068487802875,1.5548594593992033
107,2025-01-05 10:00:00,1,13.605315394446041,2.596497824796241,1.0025204580213243,0,H,0.2997985335048977,1.4267211566488358,0.5786167289333496,-1.266787032908111,-0.13554265635276105,0.6214770358796945
108,2025-01-05 11:00:00,1,12.017937773949358,2.2867094189435235,-0.21219440345680982,0,A,0.5382256573295574,0.15684398370418373,0.11158643548513286,0.7065530562921574,-0.6190606650039501,-0.056494858085236216
109,2025-01-05 12:00:00,1,11.356655350689234,2.522897480148979,1.477675973327267,0,E,0.2564719137392253,1.7177300496602352,0.4554952578818154,-0.5742441619445803,0.8611591520412776,-1.6982050882248199
110,2025-01-05 13:00:00,0,9.374205845582075,2.4012627493761047,-1.4388773734528106,1,D,0.04895487550209937,-0.4581267928860093,1.0543062568618544,0.9872870820403427,-1.3115022330327266,1.5473154658054515
